track_name,artists,album_name,track_genre,valence,energy,emotion_id
Warning from the Reaper,Midnight,Rebirth by Blasphemy,black-metal,0.249,0.966,0
The Black Vomit,Sarcófago,Inri,black-metal,0.578,0.923,3
Devil's Excrement,Midnight,Rebirth by Blasphemy,black-metal,0.0931,0.991,0
In the Distant Travels,Sadness,I Want to Be There,black-metal,0.0365,0.399,4
The Great Hunter,Yoth Iria,As The Flame Withers,black-metal,0.0887,0.971,0
Rain as Cure,White Ward,Futility Report,black-metal,0.421,0.313,4
Linceul d'hiver,Les Discrets,Ariettes oubliées,black-metal,0.305,0.381,4
Melting Sun IV: Jade Fields,Lantlôs,Melting Sun,black-metal,0.0847,0.883,0
Cathedrals of Mourning,Belzebubs,Cathedrals of Mourning,black-metal,0.0375,0.939,0
Melting Sun I: Azure Chimes,Lantlôs,Melting Sun,black-metal,0.0872,0.582,0
Tyranni,Avslut,Tyranni,black-metal,0.0397,0.985,0
Forward!,Anaal Nathrakh,A New Kind of Horror,black-metal,0.0314,0.997,0
Long Live Our Lifeless King,Xanthochroid,Blessed He With Boils,black-metal,0.11,0.815,0
Open the Gates O Forest Keeper,Xanthochroid,Of Erthe and Axen: Act I,black-metal,0.0493,0.324,4
Midnight Heart,Abstract Void,Wishdream,black-metal,0.189,0.935,0
Sexdictator Lucifer,Belphegor,Bondage Goat Zombie,black-metal,0.297,0.909,0
Oceanquake,CHTHONIC,Takasago Army,black-metal,0.373,0.953,0
Cicha 8,Odraza,Esperalem Tkane,black-metal,0.367,0.848,0
Ov My Herculean Exile,Behemoth,Ov My Herculean Exile,black-metal,0.225,0.937,0
Rape of God,EXNUN,Decomposition of an Infant Soul,black-metal,0.356,0.932,0
Dreadful Discovery,Mortuary Drape,Tolling 13 Knell,black-metal,0.0424,0.982,0
Vedestä Vieraantunut,Vermilia,Kätkyt,black-metal,0.306,0.878,0
Madness Redeemer,Valkyrja,The Antagonist's Fire,black-metal,0.0861,0.979,0
Mother of Abominations,Power From Hell,Shadows Devouring Light,black-metal,0.0383,0.958,0
Nocturnal Hymns,Graveworm,As the Angels Reach the Beauty (Remastered),black-metal,0.0663,0.969,0
I. Blood Moon Rising,Avhath,Hymns,black-metal,0.173,0.415,4
Wielki Mizogin,Odraza,Esperalem Tkane,black-metal,0.12,0.982,0
Where Dead Things Roam Free,Eternal Helcaraxe,Drown in Ash,black-metal,0.25,0.838,0
Cursed Be Thy Kingdom,Bewitcher,Cursed Be Thy Kingdom,black-metal,0.645,0.953,3
Levitation Hoax,Conan,Levitation Hoax,black-metal,0.38,0.837,0
March to the Crater,Avhath,Lethargy / March to the Crater,black-metal,0.349,0.258,4
Paradox,Hypocrisy,Abducted,black-metal,0.322,0.824,0
Hexenkrieg,Bewitcher,Under the Witching Cross,black-metal,0.163,0.994,0
The Shams Of Optimism,Woods Of Ypres,Against The Seasons: Cold Winter Songs From The Dead Summer Heat,black-metal,0.0374,0.968,0
Precious Blood of Christ Rebuked,Devil Master,Ecstasies Of Never Ending Night,black-metal,0.243,0.942,0
The Gentle Touch of Humanity,Wormwood,Arkivet,black-metal,0.132,0.855,0
Yee Naaldlooshii,Kvaen;Pierre Törnkvist,The Funeral Pyre,black-metal,0.182,0.593,0
Jeg vil ha det mørkere,Dold Vorde Ens Navn,Mørkere,black-metal,0.131,0.932,0
Krew w kolorze bursztynu,Furia,Martwa Polska Jesień,black-metal,0.0654,0.988,0
Phantom Funeral,Desaster,The Arts of Destruction,black-metal,0.0383,0.994,0
The Last Supper - Remastered 2021,Belphegor,The Last Supper (Remastered 2021),black-metal,0.147,0.974,0
Eternal,Abbath,Abbath,black-metal,0.247,0.969,0
The First Seal,Opera IX,The Black Opera,black-metal,0.128,0.875,0
Puritania - Live,Dimmu Borgir,Alive in Torment (Live),black-metal,0.0863,0.991,0
When Death Calls,Hypocrisy,End of Disclosure,black-metal,0.0701,0.898,0
Septem Peccata Mortalia,Kvaen;Pierre Törnkvist,The Funeral Pyre,black-metal,0.349,0.847,0
Inquire Within,Hypocrisy,The Final Chapter,black-metal,0.248,0.9,0
A Burden,Portrayal of Guilt,Let Pain Be Your Guide,black-metal,0.117,0.991,0
The Nameless Dread,Anaal Nathrakh,The Whole of the Law,black-metal,0.0781,0.613,0
Scottish Hell,Entombed,Uprising,black-metal,0.211,0.874,0
Fossegrim - BBC Sessions 2010,Kvelertak,Kvelertak,black-metal,0.368,0.922,0
The Blood-Dimmed Tide,Anaal Nathrakh,Vanitas,black-metal,0.0972,0.67,0
And You Will Beg for Our Secrets,Anaal Nathrakh,The Whole of the Law,black-metal,0.0777,0.413,4
Slippin' Away,Hypocrisy,Abducted,black-metal,0.0583,0.565,0
The Fool,Fleshgod Apocalypse,King,black-metal,0.158,0.99,0
"Sana Sana Sana, Cura Cura Cura",Psychonaut 4,Beautyfall,black-metal,0.0421,0.683,0
Powercraft,Sabhankra,Powercraft,black-metal,0.295,0.985,0
Valdogg,Kampfar,Mellom Skogkledde Aaser,black-metal,0.0256,0.998,0
Trail of Sulfur,Astronoid,Air,black-metal,0.117,0.966,0
Water,Astronoid,Astronoid,black-metal,0.314,0.953,0
De Dijle,Hulder,Godslastering: Hymns of a Forlorn Peasantry,black-metal,0.0395,0.25,4
Fault,Astronoid,Astronoid,black-metal,0.0396,0.93,0
The Violation,Fleshgod Apocalypse,Agony,black-metal,0.0299,0.991,0
Beware the Silence,Psychonaut 4,Dipsomania,black-metal,0.147,0.757,0
Þann Svartís,Arckanum,ÞÞÞÞÞÞÞÞÞÞÞ,black-metal,0.1,0.929,0
Cruzat Beer House Song,Tersivel,For One Pagan Brotherhood,black-metal,0.397,0.877,0
Midvinter Forest,Gehenna,First Spell,black-metal,0.121,0.911,0
The Devil Slayer,Skyforger,Kurbads,black-metal,0.0389,0.997,0
The Hallowing Of Heirdom,Winterfylleth,The Hallowing Of Heirdom,black-metal,0.0768,0.228,4
Relics of Elohim,Mephorash,Shem Ha Mephorash,black-metal,0.0624,0.716,0
Witness The Earth Descend,Sarastus,Enter The Necropolis,black-metal,0.26,0.948,0
Død,Khold,Morke Gravers Kammer,black-metal,0.463,0.884,0
The Sign Of The Unholy Cross,Mystifier,Goetia,black-metal,0.162,0.687,0
Gods Hideous Creation,Rose Funeral,Crucify Kill Rot,black-metal,0.0794,0.982,0
The Time of Revenge,Graveland,Thousand Swords,black-metal,0.0359,0.988,0
Día De Muertos,Doomsday,Leyendas,black-metal,0.501,0.942,3
Annihilation,Mysticum,Planet Satan,black-metal,0.0362,0.995,0
Sendero Siniestro,Anal Vomit,Demoniac Flagellations,black-metal,0.0743,0.995,0
Cannibalistic Infancy,LIK,Carnage,black-metal,0.0993,0.992,0
Hominis Nocturna,Old Man's Child,Revelation 666 - The Curse of Damnation,black-metal,0.0752,0.973,0
Blinde Wut,Gernotshagen,Weltenbrand - Die Banner hoch der Nacht entgegen,black-metal,0.259,0.972,0
Likeim,Carpathian Forest,Likeim,black-metal,0.398,0.985,0
"Vinger som tok oss over en brennende himmel, vinger som tok oss hjem",Djevel,Tanker Som Rir Natten,black-metal,0.196,0.67,0
Serum 141,LIK,Mass Funeral Evocation,black-metal,0.289,0.967,0
Wer hat Angst vor Einsamkeit?,Dornenreich,Her von welken Nächten,black-metal,0.39,0.945,0
Decrepit Christ,Hellripper,Black Arts & Alchemy,black-metal,0.134,0.997,0
Cursed Unholy,Inferi,The End of an Era (Rebirth),black-metal,0.0371,0.974,0
Morbid Fascination Of Death,Carpathian Forest,Morbid Fascination Of Death,black-metal,0.186,0.905,0
Alma Mater,Moonspell,Lisboa Under the Spell,black-metal,0.151,0.955,0
Lunar Nights,Carpathian Forest,Black Shining Leather,black-metal,0.151,0.807,0
Defiled in Iniquity,Antichrist Siege Machine,Purifying Blade,black-metal,0.0646,0.991,0
The Cross,Samael,Aeonics - An Anthology,black-metal,0.403,0.958,0
Likbør,Windir,Soknardalr,black-metal,0.158,0.891,0
Demonic Incarnate,Incantation,Mortal Throne of Nazarene,black-metal,0.129,0.849,0
Stand Tall in Fire,1349,The Infernal Pathway,black-metal,0.195,0.928,0
Antichrist Siege Machine,Antichrist Siege Machine,Purifying Blade,black-metal,0.038,0.99,0
The Scope Of Obsession,Carnifex,Hell Chose Me (Bonus Track Version),black-metal,0.315,0.976,0
Phantoms of Mortem Tales,Old Man's Child,Revelation 666 - The Curse of Damnation,black-metal,0.183,0.954,0
Bergagasten,Månegarm,Nattväsen,black-metal,0.51,0.852,3
The Pentagram Burns,Satyricon,Live at the Opera,black-metal,0.0594,0.977,0
Nocturnal Flare,Satyricon,Live at the Opera,black-metal,0.129,0.801,0
Ondskapens Galakse,Kvelertak,Nattesferd,black-metal,0.489,0.854,0
Wolverine Blues,Entombed,Wolverine Blues (Full Dynamic Range Edition),black-metal,0.29,0.916,0
Cliffs Of Dover - Instrumental,Eric Johnson,Ah Via Musicom,bluegrass,0.313,0.775,0
People Change,Mipso,Edges Run,bluegrass,0.409,0.276,4
Whiskey Lullaby,Alison Krauss;Brad Paisley,A Hundred Miles Or More: A Collection,bluegrass,0.161,0.371,4
When You Say Nothing At All,Alison Krauss & Union Station,Now That I've Found You: A Collection,bluegrass,0.388,0.243,4
John,Wood & Wire,No Matter Where It Goes from Here,bluegrass,0.776,0.47,6
Interstate 8,Pickin' On Series;Iron Horse,Pickin' on Modest Mouse,bluegrass,0.774,0.737,3
Hangin’ Around,The Steeldrivers,The Muscle Shoals Recordings,bluegrass,0.668,0.558,3
Colorado,The Infamous Stringdusters,Let It Go,bluegrass,0.495,0.588,0
Empire,Trampled by Turtles,Duluth,bluegrass,0.471,0.796,0
White Freightliner,J.D. Crowe & The New South,Come On Down To My World,bluegrass,0.962,0.781,3
Falling Man,The Steeldrivers,Bad For You,bluegrass,0.436,0.341,4
Burn Them,Greensky Bluegrass,If Sorrows Swim,bluegrass,0.755,0.806,3
Lawdog,Town Mountain,Leave the Bottle,bluegrass,0.698,0.565,3
Blue Ridge Cabin Home,Flatt & Scruggs,Foggy Mountain Jamboree (Expanded Edition),bluegrass,0.884,0.512,3
Drinkin’ Alone,The Steeldrivers,The Muscle Shoals Recordings,bluegrass,0.503,0.684,3
We All Get Lonely,Trampled by Turtles,Life is Good on the Open Road,bluegrass,0.463,0.522,0
Demons,Greensky Bluegrass,If Sorrows Swim,bluegrass,0.824,0.742,3
River Runs Red,The Steeldrivers,The Muscle Shoals Recordings,bluegrass,0.331,0.308,4
Glad I’m Gone,The Steeldrivers,Bad For You,bluegrass,0.84,0.696,3
Float On,Pickin' On Series;Iron Horse,Pickin' on Modest Mouse,bluegrass,0.714,0.682,3
Holding,Yonder Mountain String Band,"Mountain Tracks, Vol. 3",bluegrass,0.351,0.702,0
Gracefully Facedown,The Devil Makes Three,Do Wrong Right,bluegrass,0.895,0.515,3
Mountain,Kitchen Dwellers,Ghost in the Bottle,bluegrass,0.662,0.63,3
Help You,Trampled by Turtles,Palomino,bluegrass,0.772,0.78,3
Ocean Breathes Salty,Pickin' On Series;Iron Horse,Pickin' on Modest Mouse,bluegrass,0.881,0.789,3
Road To Nowhere - Live,Greensky Bluegrass,Live at Bell's,bluegrass,0.455,0.51,0
Aces and Twos,The Devil Makes Three,Do Wrong Right,bluegrass,0.969,0.688,3
Burlesque Desert Window,Trampled by Turtles,A Lifetime to Find,bluegrass,0.816,0.552,3
Midnight Tears,The Steeldrivers,The SteelDrivers,bluegrass,0.694,0.406,6
Rise Sun,The Infamous Stringdusters,Rise Sun,bluegrass,0.916,0.748,3
Funky Mountain Fogdown,Leftover Salmon,Euphoria,bluegrass,0.928,0.902,3
40 Miles from Denver,Yonder Mountain String Band,Elevation,bluegrass,0.622,0.548,3
Brown-Eyed Women - Live,Trampled by Turtles,Dear Jerry: Celebrating The Music Of Jerry Garcia (Live),bluegrass,0.503,0.469,6
Snowin' On Raton,Town Mountain,Heroes & Heretics,bluegrass,0.449,0.208,4
"Lonesome, On'ry and Mean",The Travelin' McCourys,The Travelin' Mccourys,bluegrass,0.835,0.766,3
Old Man,The Wailin' Jennys,40 Days,bluegrass,0.287,0.138,4
Winter In My Heart,The Avett Brothers,Chill Christmas Dinner,bluegrass,0.14,0.198,4
Winter In My Heart,The Avett Brothers,Acoustic Christmas Campfire,bluegrass,0.14,0.198,4
Gravity,The Infamous Stringdusters,Laws Of Gravity,bluegrass,0.327,0.613,0
Drinkin in the Morning,Trampled by Turtles,Songs from a Ghost Town,bluegrass,0.705,0.703,3
Winter In My Heart,The Avett Brothers,sadsadchristmas,bluegrass,0.14,0.198,4
Winter In My Heart,The Avett Brothers,Calm Christmas,bluegrass,0.14,0.198,4
Winter In My Heart,The Avett Brothers,Christmas Vibes But Not Christmas Songs,bluegrass,0.14,0.198,4
Arlington,The Wailin' Jennys,40 Days,bluegrass,0.379,0.295,4
Sweet Afton,Nickel Creek,Chillin' It - Mellow Day Country,bluegrass,0.301,0.154,4
"O Come, O Come, Emmanuel",Punch Brothers,Acoustic Christmas Campfire,bluegrass,0.174,0.298,4
Cincinnati Dancing Pig,Tennessee Ernie Ford,Reelin' and Trippin' (Classy Road Trip Songs),bluegrass,0.652,0.51,3
You Put The Hurt On Me,The Steeldrivers,Reckless,bluegrass,0.436,0.297,4
Higher Than The Wall,The Steeldrivers,Reckless,bluegrass,0.345,0.366,4
"Guitars, Whiskey, Guns And Knives",The Steeldrivers,Reckless,bluegrass,0.634,0.772,3
Ain't the Same,Caribou Mountain Collective,Went Down With the Sun,bluegrass,0.489,0.466,4
Beaumont Rag,Tony Trischka,Solo Banjo Works,bluegrass,0.957,0.28,6
The Boxer feat. Mumford & Sons and Paul Simon,Jerry Douglas;Paul Simon;Mumford & Sons,Traveler,bluegrass,0.257,0.372,4
Ole Slew Foot,Jim and Jesse and the Virginia Boys,Y'all Come!,bluegrass,0.756,0.411,6
Texas,Wood & Wire,North of Despair,bluegrass,0.317,0.333,4
Solid Ground,Wood Belly,Solid Ground,bluegrass,0.822,0.659,3
Fall Like Rain,Justin Moses,Fall Like Rain,bluegrass,0.484,0.523,0
Life is Good on the Open Road,Trampled by Turtles,Life is Good on the Open Road,bluegrass,0.381,0.376,4
Duluth,Trampled by Turtles,Duluth,bluegrass,0.349,0.385,4
"Hickory, Walnut & Pine",The Po' Ramblin' Boys,"Toil, Tears & Trouble",bluegrass,0.631,0.634,3
Never and Always,The Wood Brothers,Paradise,bluegrass,0.653,0.452,6
Samson's Wine,Keller Williams,Funk,bluegrass,0.534,0.754,3
Run Little Rabbit Run,Stringbean,22 Early Starday Recordings,bluegrass,0.932,0.469,6
Ophelia - Live,The Wood Brothers,Live at the Barn,bluegrass,0.431,0.759,0
Colorado Hipster Beard,Wood Belly,Solid Ground,bluegrass,0.665,0.574,3
Choctaw Hayride,Alison Krauss & Union Station,New Favorite,bluegrass,0.766,0.705,3
Blackjack County Chains,The Del McCoury Band,The Cold Hard Facts,bluegrass,0.607,0.246,6
Don't Lie,Greensky Bluegrass,Handguns,bluegrass,0.528,0.585,3
Old Man & Me,Horseshoes & Hand Grenades,Middle Western,bluegrass,0.635,0.433,6
Speak,Nickel Creek,This Side,bluegrass,0.584,0.378,6
HoBo,Charlie Parr,I Ain't Dead Yet,bluegrass,0.404,0.357,4
Lies & Money,Wood & Wire,North of Despair,bluegrass,0.748,0.52,3
Run or Die,Greensky Bluegrass,"Shouted, Written Down & Quoted",bluegrass,0.704,0.727,3
All Aboard,The Del McCoury Band,Del & The Boys,bluegrass,0.49,0.568,0
Forgive,The Steeldrivers,Bad For You,bluegrass,0.684,0.581,3
East Virginia Fast,The Steeldrivers,Get Low (Original Motion Picture Soundtrack),bluegrass,0.779,0.606,3
Long Hot Summer Days,John Hartford,Mark Twang,bluegrass,0.522,0.177,6
Levi,Old Crow Medicine Show,Carry Me Back,bluegrass,0.879,0.731,3
Widower's Heart,Trampled by Turtles,Stars and Satellites,bluegrass,0.179,0.297,4
Separate,Trampled by Turtles,Palomino,bluegrass,0.782,0.604,3
When In Rome,Nickel Creek,Why Should The Fire Die?,bluegrass,0.537,0.7,3
Caney Fork River,Balsam Range,Last Train To Kitty Hawk,bluegrass,0.876,0.743,3
Drowning (... Again),Kitchen Dwellers,Wise River,bluegrass,0.711,0.782,3
In The Gravel Yard,Blue Highway,"It's A Long, Long Road",bluegrass,0.925,0.675,3
Trains I Missed,Balsam Range,Trains I Missed,bluegrass,0.504,0.534,3
I Know You Rider,Greensky Bluegrass,All Access: Volume Two,bluegrass,0.678,0.733,3
Wrong Way Street,Trampled by Turtles,Songs from a Ghost Town,bluegrass,0.939,0.801,3
Sea Of Heartbreak,Special Consensus,Scratch Gravel Road,bluegrass,0.877,0.613,3
East Virginia Blues,Balsam Range,Trains I Missed,bluegrass,0.883,0.831,3
Mending the Fence,The Lil Smokies,The Lil Smokies,bluegrass,0.575,0.54,3
For Good Again,The Devil Makes Three,Do Wrong Right,bluegrass,0.825,0.609,3
Burning Georgia Down,Balsam Range,Marching Home,bluegrass,0.623,0.694,3
Here She Goes,The Steeldrivers,The Muscle Shoals Recordings,bluegrass,0.425,0.331,4
Black-Eyed Susan,Town Mountain,Heroes & Heretics,bluegrass,0.333,0.44,4
Where the Rivers Run Cold,The Infamous Stringdusters,Let It Go,bluegrass,0.352,0.682,0
Lonely And Being Alone,The Steeldrivers,Bad For You,bluegrass,0.558,0.338,6
When A Heart Breaks,The Steeldrivers,Bad For You,bluegrass,0.348,0.495,4
1901: A Canyon Odyssey,The Infamous Stringdusters,Laws Of Gravity,bluegrass,0.746,0.731,3
The Free Mexican Airforce,Peter Rowan,Peter Rowan,bluegrass,0.713,0.433,6
Groovin' Away,Yonder Mountain String Band,Love. Ain't Love,bluegrass,0.755,0.41,6
Your Love Amazes Me,John Berry,John Berry,bluegrass,0.218,0.382,4
Old Ties and Companions,Watchhouse,Such Jubilee,bluegrass,0.522,0.368,6
When You Say Nothing At All,Alison Krauss & Union Station,A Tribute Album,bluegrass,0.448,0.242,4
Blue Night,Hot Rize,Hot Rize,bluegrass,0.915,0.522,3
Last Chance,Trout Steak Revival,Spirit to the Sea,bluegrass,0.527,0.522,3
Revolution,The Infamous Stringdusters,Toward the Fray,bluegrass,0.637,0.896,3
I Went to Hollywood,Trampled by Turtles,Life is Good on the Open Road,bluegrass,0.624,0.552,3
Western Skies,Hot Rize,When I'm Free,bluegrass,0.909,0.644,3
Where Do My Bluebird Fly,Trout Steak Revival,Flight,bluegrass,0.691,0.546,3
High On A Mountain,Hot Rize,Hot Rize,bluegrass,0.682,0.274,6
Where Is Love Now,Nickel Creek,A Dotted Line,bluegrass,0.207,0.259,4
Guns Or Butter,Hot Buttered Rum,Well-Oiled Machine,bluegrass,0.802,0.422,6
Silver Light,Trampled by Turtles,Wild Animals,bluegrass,0.28,0.477,4
Richest Man,Balsam Range,Moxie and Mettle,bluegrass,0.895,0.68,3
Jeffrey's Hell,The Boxcars,All In,bluegrass,0.83,0.563,3
Good Land,Trampled by Turtles,Life is Good on the Open Road,bluegrass,0.815,0.685,3
Blue Sky and the Devil,Trampled by Turtles,Blue Sky and the Devil,bluegrass,0.237,0.261,4
Rock Salt & Nails,J.D. Crowe & The New South,J.D. Crowe & the New South,bluegrass,0.3,0.208,4
Poor Man,Old Crow Medicine Show,O.C.M.S.,bluegrass,0.497,0.29,4
One More Night,Punch Brothers,Hell on Church Street,bluegrass,0.797,0.47,6
Gate Crashers Suck,Keller Williams,Stage,bluegrass,0.418,0.252,4
Tear It Down,Old Crow Medicine Show,O.C.M.S.,bluegrass,0.853,0.663,3
Darkness and the Light,Trampled by Turtles,Duluth,bluegrass,0.895,0.938,3
Reverend,Greensky Bluegrass,All Access: Volume One,bluegrass,0.62,0.615,3
Used To Call Me Baby,Split Lip Rayfield,Never Make It Home,bluegrass,0.826,0.783,3
Ballad of Thunder Road,Jim & Jesse,Y'all Come: The Essential Jim & Jesse,bluegrass,0.965,0.551,3
Jesus Come For Me,The Steeldrivers,Get Low (Original Motion Picture Soundtrack),bluegrass,0.423,0.495,4
Moon Over Memphis,Balsam Range,Five,bluegrass,0.892,0.805,3
Dry Counties,Mountain Sprout,One More For The Ditch,bluegrass,0.97,0.841,3
Blue Virginia Blues,Larry Sparks,Silver Reflections,bluegrass,0.835,0.341,6
Don’t Weep For Me,Blue Highway,Original Traditional,bluegrass,0.811,0.775,3
Child of the Mississippi,Old Crow Medicine Show,Volunteer,bluegrass,0.663,0.929,3
Get It While You Can,Keller & The Keels,Thief,bluegrass,0.445,0.432,4
Highway 40 Blues,Ricky Skaggs,Country Gentleman: The Best Of Ricky Skaggs,bluegrass,0.949,0.752,3
Bonita And Bill Butler,Alison Krauss & Union Station,Paper Airplane,bluegrass,0.605,0.619,3
Trailer Trash,Pickin' On Series;Iron Horse,Pickin' on Modest Mouse,bluegrass,0.716,0.61,3
No Idea,Greensky Bluegrass,Handguns,bluegrass,0.535,0.581,3
Going to California,The Lil Smokies,Going to California,bluegrass,0.254,0.504,0
Help Yourself,The Devil Makes Three,Do Wrong Right,bluegrass,0.874,0.711,3
Foggy Mountain Top (with Mother Maybelle Carter),Lester Flatt;Earl Scruggs;Mother Maybelle Carter,Songs Of The Famous Carter Family,bluegrass,0.842,0.45,6
Too Much,The Steeldrivers,The Muscle Shoals Recordings,bluegrass,0.348,0.614,0
China Cat Sunflower >,Greensky Bluegrass,All Access: Volume Two,bluegrass,0.77,0.571,3
Mama Says No,The Steeldrivers,Bad For You,bluegrass,0.885,0.684,3
This Time,Kitchen Dwellers,Ghost in the Bottle,bluegrass,0.899,0.72,3
Flicker & Shine,Old Crow Medicine Show,Volunteer,bluegrass,0.961,0.898,3
Saucy Sailor,The Wailin' Jennys,40 Days,bluegrass,0.326,0.245,4
Mayhayley's House,Lonesome River Band,Mayhayley's House,bluegrass,0.562,0.675,3
Day Before Temptation,The Steeldrivers,The Muscle Shoals Recordings,bluegrass,0.577,0.536,3
Thunder And Lightning,Lonesome River Band,Bridging the Tradition,bluegrass,0.821,0.737,3
On My Way Back To The Old Home,The Bluegrass Album Band,The Bluegrass Album,bluegrass,0.965,0.592,3
Rain,Rob Scallon,Rob Scallon,bluegrass,0.753,0.468,6
Daylight,Watchhouse,Such Jubilee,bluegrass,0.163,0.371,4
Grapes On The Vine,The Rice Brothers,The Rice Brothers,bluegrass,0.697,0.442,6
Trail Of Sorrow,Reno & Smiley,Early Years 1951-1959 - Volume 2,bluegrass,0.595,0.487,6
John,Wood & Wire,John,bluegrass,0.776,0.47,6
Little Birdie,The Stanley Brothers,Folk Concert,bluegrass,0.886,0.556,3
Blackberry Blossom,Tony Rice Unit,Manzanita,bluegrass,0.769,0.602,3
Land,Unspoken Tradition,Myths We Tell Our Young,bluegrass,0.733,0.589,3
Summertime Rolls,Wood & Wire,North of Despair,bluegrass,0.938,0.712,3
All for Money,Greensky Bluegrass,All for Money,bluegrass,0.401,0.437,4
Run Rufus Run,Dale Ann Bradley,Catch Tomorrow,bluegrass,0.53,0.745,3
Until I Sing,Greensky Bluegrass,Stress Dreams,bluegrass,0.687,0.467,6
Union Man,Blue Highway,Still Climbing Mountains,bluegrass,0.404,0.567,0
Absence of Reason,Greensky Bluegrass,Stress Dreams,bluegrass,0.579,0.587,3
No Rain - Bluegrass Rendition of Blind Melon,Pickin' On Series,Pickin' on the 90s,bluegrass,0.51,0.525,3
Hold On,Greensky Bluegrass,"Shouted, Written Down & Quoted",bluegrass,0.916,0.524,3
Fall Too Fast,The Wood Brothers,Loaded,bluegrass,0.187,0.302,4
It's So Hard to Hold On,Trampled by Turtles,On the Highway,bluegrass,0.581,0.663,3
Handguns,Greensky Bluegrass,Handguns,bluegrass,0.542,0.651,3
Hard To Love,Old Crow Medicine Show,O.C.M.S.,bluegrass,0.803,0.74,3
We Just Disagree,Billy Dean,Certified Hits,bluegrass,0.567,0.624,3
Country Boy,Ricky Skaggs,Country Gentleman: The Best Of Ricky Skaggs,bluegrass,0.54,0.779,3
Do Harm,Greensky Bluegrass,All for Money,bluegrass,0.663,0.535,3
Riding The Danville Pike,Blue Highway,Still Climbing Mountains,bluegrass,0.795,0.879,3
Ooh La La,Trampled by Turtles,Sigourney Fever,bluegrass,0.514,0.484,6
Room Without a Roof,Greensky Bluegrass,"Shouted, Written Down & Quoted",bluegrass,0.467,0.463,4
Thunder Dan,Sideline,Front and Center,bluegrass,0.69,0.728,3
Gomorrah,Jerry Garcia Band;Jerry Garcia,Cats Under the Stars (Expanded),bluegrass,0.496,0.421,4
River Gap,Cornmeal,Feet First,bluegrass,0.935,0.835,3
Ain't It Enough,Old Crow Medicine Show,Carry Me Back,bluegrass,0.418,0.395,4
Are You Behind the Shining Star?,Trampled by Turtles,Wild Animals,bluegrass,0.434,0.664,0
Stuck on Your Mind - Audiotree Live Version,Horseshoes & Hand Grenades,Horseshoes & Hand Grenades on Audiotree Live - EP,bluegrass,0.678,0.646,3
The Girl From The Highlands,Balsam Range,Mountain Voodoo,bluegrass,0.609,0.647,3
Falcon,Charlie Parr,Stumpjumper,bluegrass,0.684,0.715,3
Breakin' Thru,Leftover Salmon,The Nashville Sessions,bluegrass,0.63,0.721,3
Burlesque Desert Window,Trampled by Turtles,On the Highway,bluegrass,0.816,0.552,3
The Whiskey or the Coal,Big Country Bluegrass,"Mountains, Mamas and Memories",bluegrass,0.879,0.716,3
Into the Fire,Yonder Mountain String Band,Get Yourself Outside,bluegrass,0.734,0.53,3
Cloud Valley,The Infamous Stringdusters,Rise Sun,bluegrass,0.633,0.721,3
High Country,Leftover Salmon,High Country,bluegrass,0.912,0.942,3
Sweetwater Sea,Greensky Bluegrass,All Access: Volume One,bluegrass,0.689,0.577,3
Again,Trampled by Turtles,Palomino,bluegrass,0.176,0.224,4
Ashes of Yesterday,The Steeldrivers,The Muscle Shoals Recordings,bluegrass,0.725,0.497,6
Country Girl,Carolina Chocolate Drops,Leaving Eden,bluegrass,0.591,0.673,3
Brother John,The Steeldrivers,The Muscle Shoals Recordings,bluegrass,0.278,0.463,4
Rambler's Anthem,Yonder Mountain String Band,Town by Town,bluegrass,0.917,0.537,3
Pumped up Kicks,Hayseed Dixie,"Grasswhoopin' Party Pack, Vol. 2",bluegrass,0.918,0.495,6
Uncle Harvey's Plane,The Devil Makes Three,A Little Bit Faster And A Little Bit Worse,bluegrass,0.827,0.57,3
"Every Time You Say Goodbye - Live From The Louisville Palace, Kentucky / 2002",Alison Krauss & Union Station,Live,bluegrass,0.78,0.652,3
Reuben,Flatt & Scruggs,Foggy Mountain Banjo,bluegrass,0.909,0.685,3
Take Me Back,Sarah Jarosz,Undercurrent,bluegrass,0.222,0.192,4
Little Sadie,Crooked Still,Shaken By A Low Sound,bluegrass,0.831,0.493,6
The Gold Rush,Punch Brothers,Hell on Church Street,bluegrass,0.235,0.237,4
I Still Haven't Found What I'm Looking For,Sarah Jarosz,I Still Haven't Found What I'm Looking For / my future,bluegrass,0.505,0.141,6
Ohio,Honeybucket,Honeybucket,bluegrass,0.964,0.872,3
Big Mountain,Nefesh Mountain;Sam Bush;Jerry Douglas,Songs For The Sparrows,bluegrass,0.608,0.771,3
Maybelle,The Grascals,Up All Night,bluegrass,0.623,0.512,3
Missing You,Alison Krauss;John Waite,A Hundred Miles Or More: A Collection,bluegrass,0.418,0.736,0
Worry for You,Greensky Bluegrass,Stress Dreams,bluegrass,0.581,0.574,3
Sixteen Tons,Tennessee Ernie Ford,Sixteen Tons,bluegrass,0.412,0.25,4
Without A Word,Sara Watkins,Young In All The Wrong Ways,bluegrass,0.389,0.171,4
Shuckin' The Corn,The Kentucky Colonels,Long Journey Home,bluegrass,0.967,0.751,3
Restaurant Girl,Hackensaw Boys,The Old Sound of Music Sessions,bluegrass,0.493,0.561,0
